"","DATE","CAMERA.ID","ADDRESS","VIOLATIONS","LATITUDE","LONGITUDE","LOCATION","date","count"
"69789","05/11/2016","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-11,1
"69793","05/11/2016","CHI019","2917 W ROOSEVELT",33,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-11,1
"69815","05/11/2016","CHI045","445 W 127TH",118,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-11,1
"69924","05/12/2016","CHI003","4124 W FOSTER AVE",131,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-12,1
"69926","05/12/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-12,1
"69928","05/12/2016","CHI008","3655 W JACKSON",14,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-12,1
"69932","05/12/2016","CHI013","5330 S COTTAGE GROVE",32,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-12,1
"69936","05/12/2016","CHI019","2917 W ROOSEVELT",33,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-12,1
"69958","05/12/2016","CHI045","445 W 127TH",133,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-12,1
"70065","05/13/2016","CHI003","4124 W FOSTER AVE",144,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-13,1
"70067","05/13/2016","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-13,1
"70069","05/13/2016","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-13,1
"70073","05/13/2016","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-13,1
"70077","05/13/2016","CHI019","2917 W ROOSEVELT",43,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-13,1
"70099","05/13/2016","CHI045","445 W 127TH",122,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-13,1
"70208","05/14/2016","CHI003","4124 W FOSTER AVE",154,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-14,1
"70210","05/14/2016","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-14,1
"70212","05/14/2016","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-14,1
"70216","05/14/2016","CHI013","5330 S COTTAGE GROVE",59,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-14,1
"70220","05/14/2016","CHI019","2917 W ROOSEVELT",47,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-14,1
"70230","05/14/2016","CHI045","445 W 127TH",225,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-14,1
"70285","05/15/2016","CHI003","4124 W FOSTER AVE",174,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-15,1
"70287","05/15/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-15,1
"70289","05/15/2016","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-15,1
"70293","05/15/2016","CHI013","5330 S COTTAGE GROVE",76,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-15,1
"70297","05/15/2016","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-15,1
"70307","05/15/2016","CHI045","445 W 127TH",193,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-15,1
"70362","05/16/2016","CHI003","4124 W FOSTER AVE",135,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-16,1
"70364","05/16/2016","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-16,1
"70366","05/16/2016","CHI008","3655 W JACKSON",14,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-16,1
"70370","05/16/2016","CHI013","5330 S COTTAGE GROVE",16,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-16,1
"70374","05/16/2016","CHI019","2917 W ROOSEVELT",47,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-16,1
"70396","05/16/2016","CHI045","445 W 127TH",123,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-16,1
"70498","05/17/2016","CHI003","4124 W FOSTER AVE",114,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-17,1
"70500","05/17/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-17,1
"70502","05/17/2016","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-17,1
"70506","05/17/2016","CHI013","5330 S COTTAGE GROVE",24,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-17,1
"70510","05/17/2016","CHI019","2917 W ROOSEVELT",38,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-17,1
"70532","05/17/2016","CHI045","445 W 127TH",127,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-17,1
"70633","05/18/2016","CHI003","4124 W FOSTER AVE",112,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-18,1
"70635","05/18/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-18,1
"70637","05/18/2016","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-18,1
"70641","05/18/2016","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-18,1
"70645","05/18/2016","CHI019","2917 W ROOSEVELT",39,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-18,1
"70667","05/18/2016","CHI045","445 W 127TH",150,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-18,1
"70776","05/19/2016","CHI003","4124 W FOSTER AVE",136,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-19,1
"70778","05/19/2016","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-19,1
"70780","05/19/2016","CHI008","3655 W JACKSON",28,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-19,1
"70784","05/19/2016","CHI013","5330 S COTTAGE GROVE",23,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-19,1
"70788","05/19/2016","CHI019","2917 W ROOSEVELT",62,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-19,1
"70810","05/19/2016","CHI045","445 W 127TH",123,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-19,1
"70920","05/20/2016","CHI003","4124 W FOSTER AVE",143,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-20,1
"70922","05/20/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-20,1
"70924","05/20/2016","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-20,1
"70928","05/20/2016","CHI013","5330 S COTTAGE GROVE",50,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-20,1
"70932","05/20/2016","CHI019","2917 W ROOSEVELT",40,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-20,1
"70954","05/20/2016","CHI045","445 W 127TH",145,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-20,1
"71058","05/21/2016","CHI003","4124 W FOSTER AVE",185,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-21,1
"71060","05/21/2016","CHI005","2080 W PERSHING",16,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-21,1
"71062","05/21/2016","CHI008","3655 W JACKSON",29,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-21,1
"71066","05/21/2016","CHI013","5330 S COTTAGE GROVE",62,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-21,1
"71070","05/21/2016","CHI019","2917 W ROOSEVELT",52,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-21,1
"71080","05/21/2016","CHI045","445 W 127TH",194,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-21,1
"71135","05/22/2016","CHI003","4124 W FOSTER AVE",224,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-22,1
"71137","05/22/2016","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-22,1
"71139","05/22/2016","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-22,1
"71143","05/22/2016","CHI013","5330 S COTTAGE GROVE",42,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-22,1
"71147","05/22/2016","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-22,1
"71157","05/22/2016","CHI045","445 W 127TH",165,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-22,1
"71212","05/23/2016","CHI003","4124 W FOSTER AVE",139,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-23,1
"71214","05/23/2016","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-23,1
"71216","05/23/2016","CHI008","3655 W JACKSON",21,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-23,1
"71220","05/23/2016","CHI013","5330 S COTTAGE GROVE",4,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-23,1
"71224","05/23/2016","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-23,1
"71245","05/23/2016","CHI045","445 W 127TH",157,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-23,1
"71353","05/24/2016","CHI003","4124 W FOSTER AVE",141,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-24,1
"71355","05/24/2016","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-24,1
"71357","05/24/2016","CHI008","3655 W JACKSON",12,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-24,1
"71361","05/24/2016","CHI013","5330 S COTTAGE GROVE",4,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-24,1
"71365","05/24/2016","CHI019","2917 W ROOSEVELT",35,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-24,1
"71387","05/24/2016","CHI045","445 W 127TH",106,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-24,1
"71496","05/25/2016","CHI003","4124 W FOSTER AVE",105,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-25,1
"71498","05/25/2016","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-25,1
"71500","05/25/2016","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-25,1
"71504","05/25/2016","CHI013","5330 S COTTAGE GROVE",2,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-25,1
"71508","05/25/2016","CHI019","2917 W ROOSEVELT",16,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-25,1
"71530","05/25/2016","CHI045","445 W 127TH",139,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-25,1
"71635","05/26/2016","CHI003","4124 W FOSTER AVE",122,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-26,1
"71637","05/26/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-26,1
"71639","05/26/2016","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-26,1
"71646","05/26/2016","CHI019","2917 W ROOSEVELT",44,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-26,1
"71668","05/26/2016","CHI045","445 W 127TH",155,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-26,1
"71773","05/27/2016","CHI003","4124 W FOSTER AVE",142,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-27,1
"71775","05/27/2016","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-27,1
"71777","05/27/2016","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-27,1
"71781","05/27/2016","CHI013","5330 S COTTAGE GROVE",3,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-27,1
"71785","05/27/2016","CHI019","2917 W ROOSEVELT",42,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-27,1
"71807","05/27/2016","CHI045","445 W 127TH",167,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-27,1
"71905","05/28/2016","CHI003","4124 W FOSTER AVE",210,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-28,1
"71907","05/28/2016","CHI005","2080 W PERSHING",15,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-28,1
"71909","05/28/2016","CHI008","3655 W JACKSON",31,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-28,1
"71912","05/28/2016","CHI013","5330 S COTTAGE GROVE",4,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-28,1
"71916","05/28/2016","CHI019","2917 W ROOSEVELT",33,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-28,1
"71926","05/28/2016","CHI045","445 W 127TH",200,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-28,1
"71980","05/29/2016","CHI003","4124 W FOSTER AVE",209,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-29,1
"71982","05/29/2016","CHI005","2080 W PERSHING",19,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-29,1
"71984","05/29/2016","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-29,1
"71987","05/29/2016","CHI013","5330 S COTTAGE GROVE",5,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-29,1
"71991","05/29/2016","CHI019","2917 W ROOSEVELT",37,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-29,1
"72001","05/29/2016","CHI045","445 W 127TH",174,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-29,1
"72057","05/30/2016","CHI003","4124 W FOSTER AVE",180,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-30,1
"72059","05/30/2016","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-30,1
"72061","05/30/2016","CHI008","3655 W JACKSON",21,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-30,1
"72065","05/30/2016","CHI013","5330 S COTTAGE GROVE",3,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-30,1
"72069","05/30/2016","CHI019","2917 W ROOSEVELT",33,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-30,1
"72079","05/30/2016","CHI045","445 W 127TH",195,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-30,1
"72134","05/31/2016","CHI003","4124 W FOSTER AVE",120,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-31,1
"72136","05/31/2016","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-31,1
"72138","05/31/2016","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-31,1
"72145","05/31/2016","CHI019","2917 W ROOSEVELT",11,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-31,1
"72166","05/31/2016","CHI045","445 W 127TH",100,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-31,1
"72271","06/01/2016","CHI003","4124 W FOSTER AVE",105,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-01,1
"72273","06/01/2016","CHI005","2080 W PERSHING",17,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-01,1
"72275","06/01/2016","CHI008","3655 W JACKSON",13,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-01,1
"72282","06/01/2016","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-01,1
"72304","06/01/2016","CHI045","445 W 127TH",149,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-01,1
"72403","06/02/2016","CHI003","4124 W FOSTER AVE",110,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-02,1
"72405","06/02/2016","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-02,1
"72407","06/02/2016","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-02,1
"72411","06/02/2016","CHI013","5330 S COTTAGE GROVE",2,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-06-02,1
"72415","06/02/2016","CHI019","2917 W ROOSEVELT",49,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-02,1
"72437","06/02/2016","CHI045","445 W 127TH",141,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-02,1
"72540","06/03/2016","CHI003","4124 W FOSTER AVE",127,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-03,1
"72542","06/03/2016","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-03,1
"72544","06/03/2016","CHI008","3655 W JACKSON",32,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-03,1
"72551","06/03/2016","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-03,1
"72573","06/03/2016","CHI045","445 W 127TH",163,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-03,1
"72670","06/04/2016","CHI003","4124 W FOSTER AVE",164,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-04,1
"72672","06/04/2016","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-04,1
"72674","06/04/2016","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-04,1
"72678","06/04/2016","CHI013","5330 S COTTAGE GROVE",1,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-06-04,1
"72682","06/04/2016","CHI019","2917 W ROOSEVELT",26,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-04,1
"72692","06/04/2016","CHI045","445 W 127TH",191,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-04,1
"72746","06/05/2016","CHI003","4124 W FOSTER AVE",206,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-05,1
"72748","06/05/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-05,1
"72750","06/05/2016","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-05,1
"72754","06/05/2016","CHI013","5330 S COTTAGE GROVE",4,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-06-05,1
"72758","06/05/2016","CHI019","2917 W ROOSEVELT",46,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-05,1
"72768","06/05/2016","CHI045","445 W 127TH",207,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-05,1
"72823","06/06/2016","CHI003","4124 W FOSTER AVE",112,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-06,1
"72825","06/06/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-06,1
"72827","06/06/2016","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-06,1
"72831","06/06/2016","CHI013","5330 S COTTAGE GROVE",1,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-06-06,1
"72835","06/06/2016","CHI019","2917 W ROOSEVELT",9,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-06,1
"72857","06/06/2016","CHI045","445 W 127TH",129,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-06,1
"72956","06/07/2016","CHI003","4124 W FOSTER AVE",117,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-07,1
"72958","06/07/2016","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-07,1
"72960","06/07/2016","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-07,1
"72964","06/07/2016","CHI013","5330 S COTTAGE GROVE",2,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-06-07,1
"72968","06/07/2016","CHI019","2917 W ROOSEVELT",7,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-07,1
"72990","06/07/2016","CHI045","445 W 127TH",163,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-07,1
"73090","06/08/2016","CHI003","4124 W FOSTER AVE",124,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-08,1
"73092","06/08/2016","CHI005","2080 W PERSHING",3,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-08,1
"73094","06/08/2016","CHI008","3655 W JACKSON",21,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-08,1
"73101","06/08/2016","CHI019","2917 W ROOSEVELT",6,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-08,1
"73123","06/08/2016","CHI045","445 W 127TH",165,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-08,1
"73219","06/09/2016","CHI003","4124 W FOSTER AVE",100,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-09,1
"73221","06/09/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-09,1
"73223","06/09/2016","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-09,1
"73230","06/09/2016","CHI019","2917 W ROOSEVELT",4,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-09,1
"73252","06/09/2016","CHI045","445 W 127TH",113,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-09,1
"73346","06/10/2016","CHI003","4124 W FOSTER AVE",138,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-10,1
"73348","06/10/2016","CHI005","2080 W PERSHING",17,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-10,1
"73350","06/10/2016","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-10,1
"73354","06/10/2016","CHI013","5330 S COTTAGE GROVE",1,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-06-10,1
"73358","06/10/2016","CHI019","2917 W ROOSEVELT",10,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-10,1
"73379","06/10/2016","CHI045","445 W 127TH",184,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-10,1
"73472","06/11/2016","CHI003","4124 W FOSTER AVE",165,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-11,1
"73474","06/11/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-06-11,1
"73476","06/11/2016","CHI008","3655 W JACKSON",25,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-06-11,1
"73480","06/11/2016","CHI013","5330 S COTTAGE GROVE",2,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-06-11,1
"73484","06/11/2016","CHI019","2917 W ROOSEVELT",11,41.866364,-87.699143,"(41.866364, -87.699143)",2016-06-11,1
"73494","06/11/2016","CHI045","445 W 127TH",224,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-06-11,1
"73547","06/12/2016","CHI003","4124 W FOSTER AVE",177,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-06-12,1
